Mg,Al,Ti,V,Mn,Fe,Cu,Zn,Y,Nb,La,Ce,Zr,Ta
567.466,3226.001,149.513,0.000,159.176,7831.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,656.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,288.225,0.000,0.000,0.000,667.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1940.901,0.000,0.000,0.000,3946.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1258.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1532.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,815.675,0.000,0.000,0.000,2090.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,313.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,172.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,300.323,96.951,0.000,0.000,2147.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,570.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,400.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,245.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,930.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
