Mg,Al,Ti,V,Mn,Fe,Cu,Zn,Y,Nb,La,Ce,Zr,Ta
0.000,0.000,0.000,0.000,0.000,168.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,382.269,0.000,0.000,0.000,1841.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,557.709,0.000,0.000,775.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1356.931,14359.987,0.000,428.941,30006.814,0.000,0.000,0.000,82.065,0.000,0.000,0.000,0.000
0.000,0.000,2700.243,0.000,0.000,3696.256,0.000,0.000,0.000,15.010,0.000,0.000,0.000,0.000
0.000,0.000,11807.522,0.000,387.628,14585.658,0.000,0.000,0.000,107.445,0.000,0.000,0.000,72.718
0.000,0.000,85.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,258.371,0.000,0.000,0.000,2538.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,348.479,5999.868,0.000,115.983,7534.179,0.000,0.000,0.000,35.404,0.000,0.000,0.000,0.000
0.000,0.000,8021.799,0.000,138.146,11295.706,0.000,0.000,0.000,57.922,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1342.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,2197.568,0.000,71.274,3420.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,2033.295,0.000,0.000,3134.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2171.653,64.751,0.000,0.000,355.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,251.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,504.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,889.453,0.000,0.000,1129.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,825.558,0.000,0.000,920.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,120.357,0.000,0.000,305.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1345.035,1862.284,285020.726,253.096,7968.890,163612.180,0.000,1626.486,0.000,1546.676,0.000,0.000,0.000,999.856
0.000,0.000,0.000,0.000,0.000,0.000,957.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000
