Mg,Al,Ti,V,Mn,Fe,Cu,Zn,Y,Nb,La,Ce,Zr,Ta
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.656,0.000,0.000,0.000
0.000,0.000,83.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,356.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,158.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,182.317,0.000,0.000,0.000
0.000,0.000,543.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,779.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,301.441,739.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.985,0.000,0.000,0.000
0.000,0.000,496.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,5950.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1193.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,2601.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,595.228,1381.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.597,0.000,0.000,0.000
0.000,555.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,180.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,80.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,3281.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,82.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,126.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2688.158,14340.130,0.000,0.000,269.948,0.000,0.000,0.000,17.770,91.652,0.000,0.000,0.000
0.000,642.752,463.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.603,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,267.247,0.000,0.000,0.000,0.000,23.574,0.000,0.000,0.000
0.000,0.000,19946.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,457.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,335.561,329.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,175.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2500.294,232079.840,0.000,0.000,528.025,0.000,0.000,0.000,420.854,0.000,0.000,0.000,0.000
0.000,0.000,0.000,409.040,0.000,0.000,766.074,782.742,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,214.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,4129.094,14521.972,0.000,0.000,717.396,0.000,0.000,0.000,0.000,23.536,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,443.508,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2694.151,93373.639,381.074,0.000,211.632,0.000,0.000,0.000,53.207,403.048,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,423.061,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,239.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,580.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,917.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,7619.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.675,0.000,0.000,0.000
0.000,0.000,2248.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,369.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,3085.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,448.526,29021.685,0.000,0.000,0.000,0.000,0.000,0.000,15.467,46.058,0.000,0.000,0.000
0.000,0.000,204.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.729,0.000,0.000,0.000
0.000,3109.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,579.686,0.000,0.000,0.000
0.000,0.000,7164.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,4123.855,0.000,0.000,0.000,164.768,0.000,0.000,0.000,0.000,312.495,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1313.403,5638.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.416,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.634,0.000,0.000,0.000,0.000
0.000,0.000,41122.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,778.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
688.593,15694.729,31815.347,0.000,0.000,6388.181,0.000,0.000,0.000,29.419,411.619,0.000,0.000,0.000
0.000,8668.373,431740.333,591.413,0.000,795.264,1192.198,2941.689,0.000,478.642,39.172,0.000,0.000,0.000
0.000,0.000,3094.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,766.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,524.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,723.122,87413.096,0.000,0.000,191.602,285.173,0.000,0.000,40.693,23.617,0.000,0.000,0.000
0.000,2926.809,453756.749,1273.741,0.000,1060.632,0.000,0.000,0.000,342.311,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,1629.075,2739.285,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1787.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1993.565,824.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2776.017,2165.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,352.490,0.000,0.000,0.000
0.000,0.000,3891.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.986,0.000,0.000,0.000
0.000,1301.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1620.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,12916.978,0.000,0.000,0.000,10524.187,0.000,0.000,0.000,307.343,126.179,0.000,0.000,0.000
0.000,0.000,232891.577,1005.644,0.000,0.000,702.576,1714.558,0.000,0.000,0.000,0.000,0.000,0.000
619.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.344,0.000,0.000,0.000
0.000,631.497,90048.003,175.569,0.000,256.754,212.079,668.351,0.000,41.508,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,332.471,2631.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,116.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,546.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,6742.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,62.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,94.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,146551.265,1326.538,0.000,0.000,415.566,0.000,0.000,0.000,0.000,2578.048,11.337,0.000,0.000
0.000,0.000,11054.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,320.331,67.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1313.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1332.512,93.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,65.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
